"section","url","title","published_date","content"
"science-technology","https://www.risingbd.com/english/science-technology/news/111550","BRICS-backed bank to lend $1 billion to Bangladesh","08/04/2025","The BRICS-established New Development Bank (NDB) has planned to raise its lending to Bangladesh development projects to US$ one billion this year. Vladimir Kazbekov, a Vice-President and Chief Operating Officer (COO) of NDB, the Shanghai-based multilateral lender, said this on Tuesday (April 8). Kazbekov made the comments when he called on Chief Adviser Professor Muhammad Yunus at the State Guest House Jamuna in the capital. The bank has approved US$ 320 million for the implementation of the Expanded Dhaka City Water Supply Resilient project. But, this year it wants to more than triple the funding amount in view of Bangladesh's development needs, he said. The Chief Adviser appreciated the role of the new multilateral lender, saying it can make a significant contribution in upgrading its development infrastructure. Kazbekov said the lender was also committed to making major support for the infrastructure development of the gas sector in Bangladesh. The NDB was also interested in lending substantially to the country's private sector in an effort to strengthen their capacity, Kazbekov said. The Bangladesh Chief Adviser stressed NDB lending in social infrastructure such as housing facilities for thousands of workers in the country's booming economic zones. Kazbekov said the bank has introduced multi-currency lending, which will benefit Bangladesh. NativeClick Ads Shahriar Kader Siddiqi, Secretary to the Economic Relations Division, said the NDB should focus on introducing country strategy programmes on Bangladesh in an effort to align its funding with the development priorities of Bangladesh. BIDA Executive Chairman Chowdhury Ashik Mahmud Bin Harun, SDG Coordinator Lamiya Morshed and ERD Secretary Shahriar Kader Siddiqi were present at the meeting."
"science-technology","https://www.risingbd.com/english/science-technology/news/111551","Actions against persons involved in rumors of question paper leak","08/04/2025","Secondary School Certificate (SSC) and its equivalent examinations for 2025 will start on April 10. Disciplinary actions will be taken against the persons involved in rumors or incidents related to the leakage of exam question papers, forgery or fraudulent practices, in accordance with the Public Examinations (Offences) Act 1980, the Information Communication and Technology Act 2006, and the SSC and Equivalent Examination Conduct Policy 2025. Board of Intermediate and Secondary Education (BISE) Chairman and Inter-Education Board Examination Controllers’ Committee President Professor Dr Khandaker Ehasanul Kabir issued directions in this regard on Tuesday. He sought cooperation of all to hold the SSC examinations in a peaceful and completely copy-free environment. “Secondary School Certificate (SSC) examinations for 2025 will start on April 10. I’m expecting everyone’s cooperation to conduct the SSC examinations in a fair, beautiful and completely copy-free environment,” he said."
"science-technology","https://www.risingbd.com/english/science-technology/news/111552","US will soon announce tariffs on pharmaceutical imports: Trump","09/04/2025","President Donald Trump on Tuesday said the U.S. will soon announce a ""major"" tariff on pharmaceutical imports, reports reuters. Speaking to an event at the National Republican Congressional Committee, Trump said the tariff will incentivize drug companies to move their operations to the U.S._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111553","Bangladesh signs agreement with NASA for space exploration","09/04/2025","Bangladesh has signed an agreement with the United States National Aeronautics and Space Administration (NASA), opening a new door for cooperation in space research between Bangladesh and the United States. Bangladesh Investment Development Authority (BIDA) Executive Chairman Chowdhury Ashik Mahmud Bin Harun, said this will enable Bangladesh to accelerate its space research activities. Chowdhury Ashik said this while addressing a press briefing of Bangladesh Investment Summit at a hotel in the capital on Tuesday (April 8). “Artemis is geared towards the future generation who will explore space,” he said. “They might not remain solely on Earth they will potentially inhabit different planets. As a result of this agreement, Bangladesh has joined as the 54th country. He also said it will take another 20-25 years to see what benefits Bangladesh has gained from signing the Artemis Accords. The youth generation is global and their expectations are also global."
"science-technology","https://www.risingbd.com/english/science-technology/news/111554","Bangladeshi beaten to death by BSF at Bijoynagar border","09/04/2025","A Bangladeshi farmer was allegedly beaten to death by India’s Border Security Force (BSF) near Sejamura border area under Bijoynagar upazila in Brahmanbaria district on Tuesday night (April 8). The deceased was known as Muradur Rahman Munna, 40, son of late Fazlur Rahman. Ratna, wife of the victim said that her husband went to the border area to check farm land on Tuesday afternoon. Meanwhile, BSF members caught beat him mercilessly leaving him critically injured. Later, he was taken to Brahmanbaria 250-bed general hospital, where duty doctor declared him dead. Brahmanbaria BGB-25 Sarail Battalion Commander Lt. Col Farah Mohammad Imtiaz said that as far as we know, a person named Muradur Rahman crossed the border illegally and entered India. But we don’t know yet why did he cross the border or who beat him. We will try to contact the BSF to find out about this, he added."
"science-technology","https://www.risingbd.com/english/science-technology/news/111555","Tariffs on China set to rise to at least 104%: Trump","09/04/2025","US President Donald Trump is set to impose an astounding 104% in levies across all Chinese imports on Wednesday, White House Press Secretary Karoline Leavitt announced on Tuesday. This comes on top of Chinese tariffs that were in place prior to Trump’s second term, reports CNN. China was already set to see tariffs increase by 34% on Wednesday as part of Trump’s “reciprocal” tariffs package. But the president tacked on another 50% after Beijing didn’t back off on its promise to impose 34% retaliatory tariffs on US goods by noon Tuesday, adding an additional 84% in duties. Earlier Tuesday, China’s Commerce Ministry said it “firmly opposes” the additional 50% tariffs on Chinese imports, calling it “a mistake upon a mistake.” The ministry vowed to escalate its retaliation on US exports. US stocks, which soared Tuesday morning, began moving lower following Leavitt’s comments. Markets ultimately ended the day markedly lower. The Dow fell 320 points, or 0.84%. The broader S&P 500 fell 1.57%. The tech-heavy Nasdaq Composite slid 2.15%. “Countries like China, who have chosen to retaliate and try to double down on their mistreatment of American workers, are making a mistake,” Leavitt told reporters on Tuesday. “President Trump has a spine of steel, and he will not break.” “The Chinese want to make a deal, they just don’t know how to do it,” she added. She declined to share what, if any, terms Trump would consider to lower tariffs on China. Asian markets largely tracked Wall Street’s losses, with Japan’s Nikkei 225 opening about 3% lower on Wednesday. Hong Kong’s Hang Seng also fell 3%. South Korea’s Kopsi and Australia’s benchmark ASX 200 index were each down about 1%. Along with increasing China’s overall tariff rate, President Trump also signed an executive order Tuesday night tripling tariffs on goods worth less than $800 from the country. As it stands, packages under $800 have been exempt from tariffs through the so-called “de minimus” exemption. NativeClick Ads Initially, those goods were set to face tariffs of 30% come May 2. But Trump’s latest executive order hiked the rates to 90%. This will impact Americans who order from sites like Shein, Temu and AliExpress, likely leading to higher prices of the goods. In February, Trump had initially imposed a 10% tariff on all Chinese goods, with no exceptions, tying it to the country’s alleged role in aiding illegal immigration and getting fentanyl into the US. Last month, he doubled those rates. China was America’s second largest source of imports last year, shipping a total of $439 billion worth of goods to the US, while the US exported $144 billion worth of goods to China. The mutual tariffs threaten to hurt domestic industries and are poised to result in layoffs. When Trump’s first term ended, the US charged an average tariff rate of 19.3% on Chinese goods, according to a Peterson Institute for International Economic analysis. The Biden administration kept most of Trump’s tariffs in place while also adding additional ones, bringing the average rate to 20.8%. Come Wednesday, the total average tariff on Chinese exports to the US will soar to nearly 125%._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111556","Jatrabari Police Station’s ex-OC on 3-day remand","09/04/2025","A Dhaka court has placed Abul Hasan, former officer-in-charge of Jatrabari Police Station, on a three-day remand in a case filed over the murder attempt of a student, Manzurul Hasan Jisan, in Dhaka's Jatrabari area during quota reform protests. Dhaka Metropolitan Magistrate GM Farhan Ishtiak passed the remand order on Wednesday morning (April 9). Earlier Jatrabari police station’s Sub-Inspector Nur Hossain produced him before the court with a 5-day remand prayer in the case. According to the case statement, Manzurul Hasan Jisan (19) was shot in the knee by police in front of Jatrabari Police Station on August 5 during the anti-discrimination student movement. He later took treatment at the hospital. Following the incident, the victim’s father Md Tajj Uddin, 66 filed the case with Jatrabari police station on September 19."
"science-technology","https://www.risingbd.com/english/science-technology/news/111557","72 arrested across Bangladesh over vandalism, looting ","09/04/2025","Seventy-two people have been arrested in connection with attacks and vandalism targeting businesses during protests across several Bangladeshi cities against Israel’s military operation in Gaza. A statement from the Chief Adviser’s Office confirmed the matter on Wednesday (April 9). Ten cases had been filed so far in relation to the incidents. Of them, 33 were arrested in Khulna, 19 in Sylhet, five in Chattogram, four each in Gazipur, Narayanganj and Cox’s Bazar, and three in Comilla."
"science-technology","https://www.risingbd.com/english/science-technology/news/111558","Fire in China nursing home kills 20","09/04/2025","Twenty people have been killed in a fire at a nursing home in northern China, state news agency Xinhua reported on Wednesday without detailing the cause of the fire. The fire happened in Chengde City in Hebei province at 9pm local time on Apr 8, Xinhua reported citing local authorities. The remaining people from the nursing home have been transferred to a nearby hospital for further observation and treatment, Xinhua reported without saying how many. Experts have gone to the nursing home to investigate the cause of the fire, the news agency said._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111559","Trump, Netanyahu plans to relocate Gazans `against int`l law`","09/04/2025","UN Secretary-General Antonio Guterres on Tuesday rebuffed a proposal by US President Donald Trump and Israeli Prime Minister Benjamin Netanyahu to relocate the people of Gaza to other countries, calling it a violation of international law. In response to Anadolu's question about their widely denounced plan, Guterres said: ""Palestinians must be able to live in a Palestinian state, side by side with an Israeli state. That is the only solution that can bring peace to the Middle East."" He further stated that forcibly relocating Palestinians ""is something that is against international law."" Asked about Netanyahu claiming the people of Gaza are being ""locked"" in the enclave, Guterres noted the urgent need for medical evacuations and stressed that ""everything must be done to increase the number of medical evacuations."" Questioned about the use of the term ""genocide,"" Guterres said: ""The situation is sufficiently horrible not to be worried with the semantics."" He said the International Court of Justice (ICJ) is the appropriate body to determine whether genocide is occurring, adding: ""I respect the decisions of the International Court of Justice."" The UN chief also stressed that the ongoing suffering of Palestinians constitutes ""collective punishment"" and cannot be justified by any means, calling for an immediate end to such practices._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111560","Four including Walton get ‘Excellence in Investment Award’","09/04/2025","Four companies including Walton have been honoured with the ‘Excellence in Investment Award-2025’ for their significant contribution to the country's economy and investment sector. Chief Adviser Professor Muhammad Yunus handed over the awards at the Bangladesh Investment Summit-2025 at Hotel Intercontinental in the capital on Wednesday (April 9). Country’s electronics giant Walton won the award in the local investment category. Walton Hi-Tech Industries PLC Managing Director S M Mahbubul Alam received the award from Chief Adviser Professor Muhammad Yunus. Walton Hi-Tech Industries PLC Managing Director S M Mahbubul Alam receives ‘Excellence in Investment Award’ from Chief Adviser Professor Muhammad Yunus. Mobile financial services provider bKash, Square Pharmaceuticals and Fabrics have also been honoured with the ‘Excellence in Investment Award-2025’. Chief Adviser Professor Muhammad Yunus handed over the awards. In a special category, an honorary citizenship has been granted to the chairman of the Korean Export Processing Zone. Bangladesh Investment Development Authority (BIDA) Executive Chairman Ashik Chowdhury and Chief Adviser's Special Envoy on International Affairs Lutfey Siddiqi were also present on the occasion. NativeClick Ads Chief Adviser Professor Muhammad Yunus inaugurated the four-day Bangladesh Investment Summit-2025 organised by Bangladesh Investment Development Authority (BIDA) at Hotel Intercontinental in the capital. The summit is showcasing the country's evolving investment opportunities and economic reforms."
"science-technology","https://www.risingbd.com/english/science-technology/news/111561","Bangladesh has great ideas to change world: CA tells investors","09/04/2025","Chief Adviser Professor Muhammad Yunus has said that Bangladesh has great ideas to change the world. The Chief Adviser made the comment as the chief guest at the inaugural ceremony of the Bangladesh Investment Summit-2025 at Hotel Intercontinental in Dhaka on Wednesday (April 9). Professor Muhammad Yunus urged the global investors to come up with their business in Bangladesh to change the world saying Bangladesh is the best place for investment. “Bangladesh is a country with crazy ideas to change the world...so we invite you to join that craft not only to change Bangladesh by your business but to change the world,” he said. Prof Yunus said “If you want to make a business with a purpose, along with the business we do, Bangladesh is the place.” About how people become happy by doing business, the chief adviser said making money, of course, is happiness but making other people happy is a super happiness. “If you have a business in Bangladesh, you will get happiness and super happiness. You will be proud of what you have done,” he added. “Each of your companies can enjoy that super happiness by expending and reaching out the impacts (to people),"" he said. NativeClick Ads The chief adviser said the business can be the powerful mechanism to change the world, emphasising creation of a new civilisation. Four companies including Walton have been honoured with the ‘Excellence in Investment Award-2025’ for their significant contribution to the country's economy and investment sector. Chief Adviser Professor Muhammad Yunus handed over the ‘Excellence in Investment Award-2025’. Bangladesh Investment Development Authority (BIDA) Executive Chairman Ashik Chowdhury and Chief Adviser's Special Envoy on International Affairs Lutfey Siddiqi were also present on the occasion. The four-day Bangladesh Investment Summit-2025 organised by Bangladesh Investment Development Authority (BIDA) at Hotel Intercontinental in the capital is showcasing the country's evolving investment opportunities and economic reforms."
"science-technology","https://www.risingbd.com/english/science-technology/news/111562","SSC exams begin Thursday","09/04/2025","The Secondary School Certificate (SSC) and its equivalent examinations-2025 will begin Thursday (April 10) and will end May 13. The three-hour tests will start at 10am. Candidates will be able to use ordinary scientific calculators during the exams. However, no one other than the center secretary will be allowed to use mobile phones in the exam halls. The Dhaka Metropolitan Police (DMP) has imposed a restriction on public movement within 200 yards of examination centres. The SSC and SSC (Vocational), Dakhil and Dakhil (Vocational) examinations will be held at various examination centers in Dhaka Metropolitan City."
"science-technology","https://www.risingbd.com/english/science-technology/news/111563","Reforms in four sectors will create 35 lakh jobs ","09/04/2025","If the country can carry out the necessary reforms in four sectors, there is a possibility of attracting a large number of foreign investments and it is estimated that this will create about 35 lakh new jobs. The four sectors are - eco-friendly ready-made garments, housing for the middle class, paint and dyeing industry and digital financial services. These things were said in the report titled ‘Country Private Sector Diagnostic’ of the World Bank Group at the Bangladesh Investment Summit 2025 on Wednesday. These sectors, it argues, are mature and politically feasible enough to be restructured in ways that could create millions of jobs, draw both local and foreign investment, and spark a ripple effect of productivity in other interconnected sectors. In recent days, there has been much talk about Bangladesh's investment scenario with the government taking steps to woo global investors. The four-day summit, somewhat overshadowed by concerns surrounding the new US tariff policy, which went into effect on April 9, is meant to provide a boost in this regard. For this, reforms are essential even while new deals and commitments are being made. With proper reforms, the WB report estimates, the construction sector alone could add over two million jobs annually by supporting new housing developments for middle-income families."
"science-technology","https://www.risingbd.com/english/science-technology/news/111564","Walton wins Excellence in Investment Award-2025 ","09/04/2025","Bangladesh's super brand and tech giant Walton has been honoured with the 'Excellence in Investment Award 2025' for its contribution to significant and impactful investments within the economy of Bangladesh. Bangladesh Development Authority (BIDA) awarded Walton this prestigious recognition under the ESG (Environmental, Social and Governance) category. Chief Adviser Professor Dr. Muhammad Yunus handed over the award to Walton Hi-Tech Industries PLC's Managing Director S M Mahbubul Alam at the 'Bangladesh Investment Summit 2025' held at Intercontinental Hotel in the capital on Wednesday. BIDA'a Executive Chairman Ashik Chowdhury and Chief Adviser's Special Envoy on International Affairs Lutfey Siddiqi were also present on the occasion. In response to receiving the award, Walton Hi-Tech's Managing Director S M Mahbubul Alam said, “Walton is committed to fostering sustainable growth, creating employment opportunities and driving innovation. Thus, Walton has made huge investments in the electronics and high-tech industries in the country which have created employment for around hundred thousand people. Walton has been achieving new milestones in the production and export of import-substitute products. In recognition of these initiatives, Walton was awarded the 'Excellence in Investment Award 2025' at the 'Bangladesh Investment Summit 2025'. Thanks to the Bangladesh Investment Development Authority for giving Walton this prestigious award.” He also said, “Walton is always working on technological upgradation according to the needs of customers. Therefore, more investment is being made in the new automation technologies of the fourth industrial revolution. Walton has focused on creating its strong footprint in the local and global markets. In addition, Walton has been making significant investment on research and innovation to produce innovative products with new technologies and features. As a part of our commitment to environmental protection, eco-friendly technologies are being incorporated into production processes and products. Our efforts to produce innovative products will continue.” The Walton Hi-Tech's managing director also noted that Walton is strongly committed to the government's vision of building a green and carbon-free Bangladesh. In line with this commitment, a 6.5 MW rooftop solar project has already been installed at Walton Headquarters in Gazipur and another 13.5 MW project is now under implementation. At present, Walton has sufficient capacity to install a total of 50 MW solar power projects in its industrial facilities, through which it will be possible to significantly reduce dependence on conventional energy, reduce carbon emissions and contribute to achieving the national renewable energy target. To attract more domestic and foreign investment to Bangladesh, BIDA has awarded the ‘Excellence in Investment Award 2025’ to successful investors who have made special contributions to the investment sector in the last fiscal years 2021-22, 2022-23 and 2023-24 and have strengthened the economy of Bangladesh through investment. NativeClick Ads"
"science-technology","https://www.risingbd.com/english/science-technology/news/111565","India cancels transshipment facility for Bangladesh","09/04/2025","India has canceled the transshipment facility that allowed Bangladesh to transport commodities to third countries using Indian territory. Now, there will be no scope to export Bangladeshi products to Nepal and Bhutan through the land route. The Indian Central Board of Indirect Taxes and Customs (CBIC) issued a circular on Tuesday, officially withdrawing the transshipment facility. At the same time, it repealed its previous order dated 29 June 2020, which had enabled the transshipment. According to information available on the CBIC’s official website, the 2020 order permitted Bangladeshi exports to third countries to transit through Indian customs stations and exit via other ports or airports within India. This arrangement, known as transshipment, enabled Bangladeshi cargo to reach Nepal and Bhutan by passing through Indian land routes and switching transport vehicles at designated customs points. The new order stipulates that the facility is no longer valid. However, goods that are already in transit within Indian territory under the previous arrangement will be allowed to exit the country without hindrance. Under the transshipment process, Bangladeshi goods destined for Nepal and Bhutan travel through Indian land routes, where the cargo is transferred from one vehicle to another at the border and Indian customs checkpoints. The decision to revoke this facility is likely to impact trade logistics and export operations between Bangladesh and its landlocked neighbors. NativeClick Ads The Indian authorities have not provided any specific reason for the withdrawal of the service."
"science-technology","https://www.risingbd.com/english/science-technology/news/111566","Court orders to freeze Tk 16 crore of Hasina family","09/04/2025","A Dhaka court has ordered to freeze a fixed deposit (FD) account titled Bangabandhu Memorial Trust Fund of ousted prime minister Sheikh Hasina, her son Sajeeb Wazed, daughter Saima Wazed and her sister Sheikh Rehana at NCC Bank PLC. Dhaka Metropolitan Senior Special Judge Md Zakir Hossain Galib passed the order on Wednesday, allowing a plea of the Anti-Corruption Commission (ACC). ACC deputy director Monirul Islam filed the plea before the court, saying the FD is of Taka 16.12 crore. “Sheikh Hasina, Sajeeb Wazed, Saima Wazed and Sheikh Rehana are trying to hand over, transfer the movable properties from their accounts and that is why the account should be frozen,” the plea said."
"science-technology","https://www.risingbd.com/english/science-technology/news/111567","ADB lowers Bangladesh growth forecast to 3.9% ","09/04/2025","The Asian Development Bank (ADB) has revised down its GDP growth forecast for Bangladesh to 3.9 percent for the current fiscal year 2024-25. The ADB had earlier projected a 4.3 percent growth for FY25, reflecting a subdued outlook amid political uncertainty, supply disruptions and tight monetary policy. It was disclosed at a press conference at the Dhaka office of ADB at Agargaon in the capital on Wednesday. The April edition of its Asian Development Outlook was presented there. ADB Country Director for Bangladesh Hoe Yun Jeong made the opening and closing remarks as well as responded to the queries of the reporters. ADB Country Economist Chandan Sapkota made a power-point presentation. The press conference cited persistent economic challenges but expected the economy to recover in the next fiscal year. Political instability, natural hazards, factory disruptions due to worker protests, and high inflation weighed on demand and overall growth, it said. Agricultural growth is likely to moderate following repeated floods, while industry growth is expected to improve marginally with a rebound in manufacturing aided by export growth, added the report."
"science-technology","https://www.risingbd.com/english/science-technology/news/111568","Bengal Group chairman sent to jail","09/04/2025","A Dhaka court on Wednesday ordered the detention of Bengal Group Chairman and former MP of Noakhali-2, Morshed Alam, in connection with the murder of 13-year-old Md. Shamim during an anti-discrimination protest. A Detective Branch of police arrested Alam on Monday night from Gulshan-2 and produced him before the court on Tuesday. PBI Sub-Inspector Shaheen Mia appealed to keep him in custody, while the defense sought bail. After hearing both sides, the court denied bail and sent Alam to jail. On October 3, Shamim’s mother, Jahanara Begum, filed a case with Dhanmondi Police Station naming 128 individuals, including former Prime Minister Sheikh Hasina. Morshed Alam is also the chairman of private TV channel RTV and served as a member of parliament in the 10th, 11th, and 12th national elections from Noakhali-2 (Senbagh and parts of Sonaimuri)."
"science-technology","https://www.risingbd.com/english/science-technology/news/111569","Youngone Chairman Kihak Sung adorned with honorary citizenship","09/04/2025","Kihak Sung, Chairman of Youngone Corporation and a pioneer in Bangladesh's readymade garments (RMG) and textile sectors, has been awarded honorary citizenship of Bangladesh for his outstanding contributions to the industry and Bangladesh economy. Chief Adviser Prof Muhammad Yunus handed over the citizenship document to Sung at the formal inaugural ceremony of the Bangladesh Investment Summit-2025 at Hotel Intercontinental in the city on Wednesday. Youngone was the first investor in the textile and apparel export sector in May, 1980 and has been a pioneer in female employment in the industry. His meteoric rise in the textile arena is associated with the success of Youngone Corporation, over the years, as a pioneering investor in RMG and textile sector FDI which led investments both in Chattogram and Dhaka EPZs and lately in Korean EPZ. Kihak Sung served as President of the International Textile Manufacturers Federation (ITMF) for the 2018-20 term. Fabric Lagbe Ltd (innovation category), Walton, bkash (foreign investment), and Square Pharmaceutical (local company) were adorned with Excellence in Investment Award 2025. The chief adviser also conferred the awards. Baroness Rosie Winterton, UK's Trade Envoy to Bangladesh Óscar García Maceiras, CEO of Inditex and Apex Footwear Limited Managing Director Syed Nasim Manzur spoke to express their views on the investment front. Advisers to the interim government, including Finance Adviser Dr. Salehuddin Ahmed, Foreign Adviser Md Touhid Hossain, Commerce Adviser Sk Bashir Uddin, Law Adviser Dr Asif Nazrul and Executive Chairman of Bangladesh Investment Development Authority (BIDA), among others, joined the inaugural event. SDGs Affairs Principal Coordinator Lamiya Morshed and Chief Adviser's Press Secretary Shafiqul Alam also joined the event where Special Envoy Lutfey Siddiqi welcomed all. NativeClick Ads"
"science-technology","https://www.risingbd.com/english/science-technology/news/111570","China imposes 84% tariffs on US goods ","09/04/2025","China has said it is raising its tariffs on U.S. products to 84%, up from its previously announced 34%, after President Trump's import duties on Chinese good went into effect April 9 at a rate of 104%. Mr. Trump's broad-based tariffs, which apply to imports of almost every nation, kicked in after midnight Eastern time in the U.S. The two countries have been involved in a game of tit-for-tat on trade, with Beijing standing firmly against each new tariff introduced by Washington. “The US escalation of tariffs on China is a mistake upon mistake, severely infringing upon China’s legitimate rights and interests, and seriously damaging the multilateral trading system based on rules,” China’s State Council Tariff Commission said in a statement announcing the fresh levy. The amped-up retaliation comes after China repeatedly warned that it would “fight to the end” if the US moved forward with further tariffs. On Wednesday, Trump’s additional levies on Chinese imports had originally been set to increase by 34 percentage points. But the president tacked on another 50 percentage points after Beijing refused to back down from the standoff. Prior to the most recent rounds of escalation, Trump had already imposed 20% levies on China. Source: Agencies"
"science-technology","https://www.risingbd.com/english/science-technology/news/111571","CA seeks greater collaboration with UK in enhancing healthcare system","09/04/2025","Chief Adviser Professor Muhammad Yunus has sought greater collaboration with the United Kingdom (UK) in strengthening Bangladesh’s healthcare system. He came up with the importance during a meeting with Baroness Rosie Winterton, the UK Trade Envoy to Bangladesh, at the State Guest House Jamuna on Wednesday. During the meeting, they reiterated their commitment to deepening bilateral ties, with Baroness Winterton acknowledging the ‘long and trusted history’ between the two nations. “We have a long history together, and we are pleased to see the direction of reforms being undertaken,” she said. Prof Yunus remarked that the country is passing through a transformative moment. “It’s a very critical time for us. We are focused on rebuilding institutions and reshaping priorities,” he said. Highlighting Bangladesh’s pressing need for a skilled healthcare workforce, Prof Yunus said, “We currently have a shortage of nurses. But nursing is not just a national concern—it’s a global necessity. We want to train more nurses not only for Bangladesh but also for the world.” The Chief Adviser invited UK support to strengthen Bangladesh’s under-resourced health sector. “Government-run health programmes are nearly non-functional,” he noted. NativeClick Ads “This is where the UK can play a vital role. Another promising area is pharmaceuticals. We urge you to support global access to vaccines by advocating for lifting patent protections so that every country can produce them affordably under a social business model,” the Chief Adviser said. The both sides also discussed broader areas of strategic cooperation, including education, the textile industry, defence, and aviation. Prof Yunus said, “We welcome UK support in improving our education system, modernising our textile sector, and exploring new areas of collaboration in defence and aviation.” The both leaders expressed interest in greater training, technology exchange, and long-term partnerships across these sectors. Bangladesh Investment Development Authority (BIDA) Executive Chairman Chowdhury Ashik Mahmud Bin Harun and SDG Coordinator Lamiya Morshed attended the meeting."
"science-technology","https://www.risingbd.com/english/science-technology/news/111572","Trump steps back from cliff edge of all-out global trade war","10/04/2025","For days, Donald Trump and his White House team had insisted they were fully committed to their decision to impose sweeping ""reciprocal"" tariffs on dozens of countries. They even derided a report on Tuesday that said the president was considering a 90-day pause – news that triggered a brief stock market surge, reports BBC today (April 10). But now that pause on higher tariff rates, with a few notable exceptions, is a reality. The reordering of the global economic order is on hold, and Trump's promise of a golden age of American manufacturing will have to wait. The White House has said that going big on tariffs and then hitting the pause button, before entering negotiations with individual countries, was the plan all along. ""We've had more than 75 countries contact us, and I imagine, after today, there will be more,"" Treasury Secretary Scott Bessent told reporters shortly after the announcement. That framing from the White House is not surprising, of course. And it is difficult to ignore the investor panic, tumbling bond market and growing chorus of Republican criticism and public disapproval that preceded the announcement. So was it a strategic retreat in the face of unexpected resistance, or yet another example of Trump's ""art of the deal"" negotiating strategy at work?"
"science-technology","https://www.risingbd.com/english/science-technology/news/111573","Dr Yunus thanks Trump for tariff pause","10/04/2025","Chief Adviser Professor Muhammad Yunus has thanked US President Donald Trump for granting a 90-day pause on the reciprocal tariffs announced earlier this week. In a post on X last night, Prof Yunus said: ""Thank you, Mr President (@POTUS) for responding positively to our request for 90-day pause on tariffs. We will continue to work with your administration in support of your trade agenda."" On April 7, Prof Yunus sent a letter to Donald Trump requesting him to postpone the application of a 37 percent tariff on Bangladeshi products in the US market."
"science-technology","https://www.risingbd.com/english/science-technology/news/111574","SSC exams begin today","10/04/2025","The Secondary School Certificate (SSC) and its equivalent examinations-2025 will begin Thursday (April 10) and will end May 13. The three-hour tests will start at 10am. Candidates will be able to use ordinary scientific calculators during the exams. However, no one other than the center secretary will be allowed to use mobile phones in the exam halls. The Dhaka Metropolitan Police (DMP) has imposed a restriction on public movement within 200 yards of examination centres. The SSC and SSC (Vocational), Dakhil and Dakhil (Vocational) examinations will be held at various examination centers in Dhaka Metropolitan City. This year, around 19.28 lakh students are expected to sit for the exams, which is, on average, over one lakh fewer than that of the last four years."
"science-technology","https://www.risingbd.com/english/science-technology/news/111575","2 ‘extortionists’ beaten to death in Kamrangirchar","10/04/2025","Two suspected extortionists were beaten to death and another injured by locals in the capital's Kamrangirchar on Wednesday night (April 9). The deceased were known as Nadim, 35, and Masud, 30. The incident took place around 9:30pm in the Sylheti Bazar area under Kamrangirchar Police Station, confirmed Officer-in-Charge (OC) Amirul Islam of the station. Locals and police claimed that they were organized robbers and extortionists. Monir Hossain, a victim of the incident, said that he lives in a rented house in Babul's house in Sylhet Bazar. He owns three rickshaws. He is also a rickshaw puller. On March 8, a group of tea shop owners led by Masud demanded a ransom of one lakh taka from Nur Mohammad. That day, Nur Mohammad was stabbed for not paying the ransom. When his wife tried to stop them, the attackers stabbed her too. Following the incident, Nur Mohammad filed a case with Kamrangirchar Police Station. They attacked him again. Meanwhile, the people of the Sylhet Bazar area became angry over the incident, surrounded them and beat them up. Kamrangirchar Police Station Officer-in-Charge (OC) Amirul Islam confirmed the matter."
"science-technology","https://www.risingbd.com/english/science-technology/news/111576","France could recognise Palestinian state in June","10/04/2025","French President Emmanuel Macron said on Wednesday France could recognise a Palestinian state in June, adding that in turn some countries in the Middle East could recognise the state of Israel, reports reurters. ""We need to move towards recognition (of a Palestinian state). And so over the next few months, we will. I'm not doing it to please anyone. I'll do it because at some point it will be right,"" he said during an interview on France 5 television. ""And because I also want to take part in a collective dynamic that should also enable those who defend Palestine to recognise Israel in their turn, something that many of them are not doing."" Even though Palestine has been recognized as a sovereign state by almost 150 countries, most major Western powers have not, including the United States, Britain, France, Germany and Japan. Among countries that do not recognize Israel are Saudi Arabia, Iran, Iraq, Syria and Yemen. ""Our objective is somewhere in June, with Saudi Arabia, to chair this conference where we could finalise the movement towards reciprocal recognition by several countries,"" Macron said._Agencies."
"science-technology","https://www.risingbd.com/english/science-technology/news/111577","SSC, equivalent exams begin","10/04/2025","The Secondary School Certificate (SSC) and equivalent examinations for 2025 began across the country on Thursday morning (April 10). The theoretical exams started with Bangla (first paper) while the duration of the exams are from 10:00 am to 1:00 pm. Besides, the practical exams are slated for May 15 to 22. This year, around 19.28 lakh students under 11 educational boards are expected to sit for the exams. According to the revised schedule released by the Board of Intermediate and Higher Secondary Education, Dhaka, the tests will continue until May 13."
